id,sentence,label
576,홍대 날씨 지금 흐린지 알려줄래요?,6
577,홍대 오늘 날씨가 흐린가요?,6
578,홍대 오늘 날씨 흐린지 알아?,6
579,홍익대학교 날씨 지금 흐린지 알아요?,6
580,홍대 오늘 날씨가 흐린지 알려줄래요?,6
581,오늘 홍대 날씨가 흐린가요?,6
582,홍대 날씨 지금 흐린지 궁금해요.,6
583,홍익대학교 오늘 날씨 흐려요?,6
584,홍대 오늘 날씨가 흐린가요?,6
585,홍대 날씨 지금 흐린지 알아봐줄래요?,6
586,홍익대학교 오늘 날씨가 흐린지 알아요?,6
587,홍대 날씨가 지금 흐린가요?,6
588,홍대 오늘 날씨 구름 많은지 궁금해.,6
589,홍대 오늘 날씨가 흐린지 알아볼 수 있나요?,6
590,홍익대학교 날씨가 오늘 흐린지 궁금해요.,6
591,홍대 오늘 날씨 흐린지 알아요?,6
592,오늘 홍대 날씨가 구름 많아요?,6
593,홍대 오늘 날씨가 흐린지 알려줄래?,6
594,홍대 날씨 지금 흐린지 아세요?,6
595,홍익대학교 오늘 날씨 흐린지 아세요?,6
596,홍대 날씨가 지금 흐린지 알아요?,6
597,홍대 오늘 날씨가 흐린지 궁금해요.,6
598,홍익대학교 오늘 날씨가 흐린지 아세요?,6
599,오늘 홍대 날씨가 흐린가요?,6
600,홍대 날씨 지금 흐려요?,6
601,홍대 오늘 날씨가 흐린지 알려줄래요?,6
602,홍익대학교 날씨가 오늘 흐려요?,6
603,홍대 오늘 날씨가 흐린지 궁금해요.,6
604,홍대 오늘 날씨가 흐려요?,6
605,오늘 홍대 비 오나요?,6
606,오늘 홍대 비 내려?,6
607,홍대 지금 비 오고 있나요?,6
608,홍대 오늘 비 올 것 같아?,6
609,홍익대학교에 비가 올까요?,6
610,홍대 지금 비 내리고 있어?,6
611,홍대 오늘 비가 내리나요?,6
612,홍익대학교 오늘 비 내리나요?,6
613,오늘 홍익대학교 비 오니?,6
614,홍대 비가 오늘 오나요?,6
615,홍대 지금 비 내려?,6
616,홍익대학교 오늘 비 많이 오나요?,6
617,홍대 근처 오늘 비 올까요?,6
618,홍익대학교 비가 오는지 궁금해요.,6
619,홍대 오늘 비 많이 와?,6
620,홍대 오늘 비 오니?,6
621,홍대 오늘 비 오나요?,6
622,홍익대학교 지금 비 오고 있는지 알아요?,6
623,오늘 홍대 비 내려?,6
624,홍대 오늘 비 올지 궁금해요.,6
625,홍익대학교 오늘 비 많이 오니?,6
626,홍대 오늘 비 내릴까?,6
627,홍대 오늘 비가 내릴까요?,6
628,홍익대학교 지금 비 오나요?,6
629,홍대 오늘 비가 오는지 알려줄래?,6
630,홍대 지금 비 내리고 있나요?,6
631,홍익대학교 오늘 비가 올까?,6
632,오늘 홍대 비가 내릴까요?,6
633,홍대 오늘 비가 많이 와?,6
634,홍대 오늘 비가 내릴지 알려줘.,6
635,홍익대학교 지금 비 많이 오나요?,6
636,홍대 오늘 비 많이 올까?,6
637,홍대 비가 오늘 많이 올지 아세요?,6
638,홍익대학교 지금 비 내리고 있어?,6
639,홍대 비가 오늘 많이 내릴까?,6
640,오늘 홍대 비 내릴까?,6
641,홍익대학교 오늘 비가 올까요?,6
642,홍대 비가 오늘 내리나요?,6
643,홍대 오늘 비가 올 것 같아요?,6
644,홍대 지금 비가 오는지 알아?,6
645,홍익대학교 오늘 비 많이 내려요?,6
646,홍대 오늘 비 많이 오는지 아세요?,6
647,오늘 홍익대학교 비가 오나요?,6
648,홍대 비가 오늘 내리고 있나요?,6
649,홍대 비가 오늘 내릴까요?,6
650,홍익대학교 오늘 비 오는지 알려줄래요?,6
651,오늘 홍대 비가 올까요?,6
652,홍대 지금 비 내리고 있는지 궁금해요.,6
653,홍대 오늘 비가 오는지 궁금해요.,6
654,홍익대학교 비가 오늘 올까요?,6
655,홍대 오늘 비 내려?,6
656,홍대 지금 비 오는지 알려줄래?,6
657,홍익대학교 오늘 비가 내릴지 아세요?,6
658,오늘 홍대 비 많이 내려요?,6
659,홍대 지금 비 많이 오는지 알려줄래요?,6
660,홍대 오늘 비 많이 올지 아세요?,6
661,홍익대학교 오늘 비가 올지 궁금해요.,6
662,홍대 비가 오늘 많이 오는지 알고 싶어요?,6
663,홍익대학교 비가 오늘 많이 올까요?,6
664,오늘 홍대 비 많이 내릴까?,6
665,홍대 오늘 비가 내리는지 알아?,6
666,홍대 지금 비가 내리고 있어?,6
667,홍익대학교 비가 지금 내리고 있는지 궁금해요?,6
668,오늘 홍대 비가 많이 오는지 아세요?,6
669,홍대 오늘 비 많이 오는지 알려줘요?,6
670,홍대 지금 비가 오는지 아세요?,6
671,홍익대학교 오늘 비가 내리는지 알아?,6
672,홍대 비가 오늘 많이 내릴지 궁금해.,6
673,홍대 오늘 비 많이 오나요?,6
674,홍대 오늘 비가 내리는지 알아?,6
675,홍익대학교 비가 오늘 내리는지 아세요?,6
676,홍대 지금 비가 오는지 알려줄래요?,6
677,홍대 오늘 비가 오는지 알 수 있나요?,6
678,홍대 오늘 비 많이 오는지 알아?,6
679,홍익대학교 비가 지금 많이 오는지 알아요?,6
680,홍대 오늘 비가 내리는지 알려줄래요?,6
681,오늘 홍대 비 많이 올까요?,6
682,홍대 지금 비가 내리는지 궁금해요.,6
683,홍익대학교 오늘 비 내리고 있나요?,6
684,홍대 오늘 비가 많이 오나요?,6
685,홍대 지금 비가 오는지 알아봐줄래요?,6
686,홍익대학교 오늘 비가 내리는지 알아요?,6
687,홍대 비가 지금 내리나요?,6
688,홍대 오늘 비 많이 내리는지 궁금해.,6
689,홍대 오늘 비가 오는지 알아볼 수 있나요?,6
690,홍익대학교 비가 오늘 오는지 궁금해요.,6
691,홍대 오늘 비 많이 오나요?,6
692,오늘 홍대 비 많이 오나요?,6
693,홍대 오늘 비가 많이 오는지 알려줄래?,6
694,홍대 지금 비가 내리는지 아세요?,6
695,홍익대학교 오늘 비 많이 오는지 아세요?,6
696,홍대 비가 지금 내리고 있나요?,6
697,홍대 오늘 비가 내리는지 궁금해요.,6
698,홍익대학교 오늘 비가 내리는지 아세요?,6
699,오늘 홍대 비가 오는지 아세요?,6
700,홍대 비가 지금 내리고 있나요?,6
701,홍대 오늘 비가 오는지 알려줄래요?,6
702,홍익대학교 비가 오늘 오나요?,6
703,홍대 오늘 비가 오는지 궁금해요.,6
704,홍대 오늘 비가 내리나요?,6
705,오늘 홍대 기온이 어때요?,6
706,오늘 홍대 날씨 덥니?,6
707,홍대 지금 기온이 몇 도인가요?,6
708,홍대 오늘 날씨 추운 거 같아?,6
709,홍익대학교 기온이 어떻게 되나요?,6
710,홍대 지금 기온이 낮아?,6
711,홍대 오늘 날씨가 따뜻한가요?,6
712,홍익대학교 오늘 기온은 몇 도인가요?,6
713,오늘 홍익대학교 날씨 쌀쌀하니?,6
714,홍대 기온이 오늘 몇 도예요?,6
715,홍대 지금 기온 높아?,6
716,홍익대학교 오늘 날씨 따뜻한가요?,6
717,홍대 근처 오늘 기온 몇 도인가요?,6
718,홍익대학교 기온이 몇 도인지 궁금해요.,6
719,홍대 오늘 날씨 춥니?,6
720,홍대 오늘 기온 몇 도야?,6
721,홍대 오늘 날씨 덥나요?,6
722,홍익대학교 기온이 지금 몇 도인지 알아요?,6
723,오늘 홍대 기온 낮아?,6
724,홍대 오늘 날씨 따뜻한지 궁금해요.,6
725,홍익대학교 오늘 기온 몇 도니?,6
726,홍대 오늘 기온 어때?,6
727,홍대 오늘 날씨가 쌀쌀한가요?,6
728,홍익대학교 지금 기온 몇 도인가요?,6
729,홍대 기온이 오늘 낮은지 알려줄래?,6
730,홍대 지금 기온 몇 도예요?,6
731,홍익대학교 오늘 기온이 어때?,6
732,오늘 홍대 기온이 어떤가요?,6
733,홍대 오늘 기온 높니?,6
734,홍대 오늘 기온이 몇 도인지 알려줘.,6
735,홍익대학교 기온이 지금 몇 도인가요?,6
736,홍대 오늘 기온 몇 도인지 알아?,6
737,홍대 기온이 오늘 몇 도인지 아세요?,6
738,홍익대학교 지금 기온 높아?,6
739,홍대 기온이 오늘 낮은지 궁금해.,6
740,오늘 홍대 날씨 쌀쌀해?,6
741,홍익대학교 오늘 기온이 낮은가요?,6
742,홍대 기온이 오늘 낮나요?,6
743,홍대 오늘 기온이 몇 도예요?,6
744,홍대 지금 기온 몇 도인지 알아?,6
745,홍익대학교 오늘 기온이 몇 도예요?,6
746,홍대 오늘 기온 낮은지 아세요?,6
747,오늘 홍익대학교 기온 몇 도인가요?,6
748,홍대 기온이 오늘 몇 도인가요?,6
749,홍대 기온이 오늘 몇 도인지 알려줄래요?,6
750,홍익대학교 오늘 기온 몇 도예요?,6
751,오늘 홍대 기온이 몇 도인가요?,6
752,홍대 지금 기온 몇 도인지 궁금해요.,6
753,홍대 오늘 기온이 몇 도인지 궁금해요.,6
754,홍익대학교 기온이 오늘 몇 도인가요?,6
755,홍대 오늘 기온 몇 도야?,6
756,홍대 지금 기온 몇 도인지 알려줄래?,6
757,홍익대학교 오늘 기온이 몇 도인지 아세요?,6
758,오늘 홍대 기온 높아요?,6
759,홍대 지금 기온이 몇 도인지 알려줄래요?,6
760,홍대 오늘 기온 높은지 아세요?,6
761,홍익대학교 오늘 기온이 몇 도인지 궁금해요.,6
762,홍대 기온이 오늘 높은지 알고 싶어요?,6
763,홍익대학교 기온이 오늘 몇 도인가요?,6
764,오늘 홍대 기온 낮은가요?,6
765,홍대 오늘 기온이 몇 도인지 알아?,6
766,홍대 지금 기온 몇 도인지 알아?,6
767,홍익대학교 기온이 지금 몇 도인지 궁금해요?,6
768,오늘 홍대 기온 높은지 아세요?,6
769,홍대 오늘 기온 높은지 알려줘요?,6
770,홍대 지금 기온 몇 도인지 아세요?,6
771,홍익대학교 오늘 기온이 몇 도인지 알아?,6
772,홍대 기온이 오늘 낮은지 궁금해.,6
773,홍대 오늘 기온 어때요?,6
774,홍대 오늘 기온이 몇 도인지 알아?,6
775,홍익대학교 기온이 오늘 몇 도인지 아세요?,6
776,홍대 지금 기온 몇 도인지 알려줄래요?,6
777,홍대 오늘 기온이 몇 도인지 알 수 있나요?,6
778,홍대 오늘 기온 높은지 알아?,6
779,홍익대학교 기온이 지금 몇 도인지 알아요?,6
780,홍대 오늘 기온이 몇 도인지 알려줄래요?,6
781,오늘 홍대 기온이 몇 도인가요?,6
782,홍대 지금 기온이 몇 도인지 궁금해요.,6
783,홍익대학교 오늘 기온 낮아요?,6
784,홍대 오늘 기온이 높은가요?,6
785,홍대 지금 기온 몇 도인지 알아봐줄래요?,6
786,홍익대학교 오늘 기온이 몇 도인지 알아요?,6
787,홍대 기온이 지금 몇 도인가요?,6
788,홍대 오늘 기온 높은지 궁금해.,6
789,홍대 오늘 기온이 몇 도인지 알아볼 수 있나요?,6
790,홍익대학교 기온이 오늘 몇 도인지 궁금해요.,6
791,홍대 오늘 기온 높은지 알아요?,6
792,오늘 홍대 기온 몇 도인가요?,6
793,홍대 오늘 기온이 높은지 알려줄래?,6
794,홍대 지금 기온 몇 도인지 아세요?,6
795,홍익대학교 오늘 기온 높은지 아세요?,6
796,홍대 기온이 지금 몇 도인지 알아요?,6
797,홍대 오늘 기온이 높은지 궁금해요.,6
798,홍익대학교 오늘 기온이 몇 도인지 아세요?,6
799,오늘 홍대 기온 몇 도인가요?,6
800,홍대 지금 기온 몇 도예요?,6
801,홍대 오늘 기온이 몇 도인지 알려줄래요?,6
802,홍익대학교 기온이 오늘 몇 도예요?,6
803,홍대 오늘 기온이 몇 도인지 궁금해요.,6
804,홍대 오늘 기온 몇 도예요?,6
805,오늘 홍대 날씨 어때요?,6
806,오늘 홍대 날씨 괜찮아?,6
807,홍대 날씨 지금 어떤가요?,6
808,홍대 오늘 날씨 어떨 것 같아?,6
809,홍익대학교 날씨가 어떤지 궁금해요.,6
810,홍대 지금 날씨 좋아?,6
811,홍대 오늘 날씨가 어떤가요?,6
812,홍익대학교 오늘 날씨는 어떤가요?,6
813,오늘 홍익대학교 날씨 어때?,6
814,홍대 날씨가 오늘 괜찮나요?,6
815,홍대 지금 날씨가 어때?,6
816,홍익대학교 오늘 날씨 괜찮은가요?,6
817,홍대 근처 오늘 날씨 어떤가요?,6
818,홍익대학교 날씨가 어떤지 궁금해요.,6
819,홍대 오늘 날씨 괜찮은지 알아?,6
820,홍대 날씨 오늘 좋니?,6
821,홍대 오늘 날씨 어때요?,6
822,홍익대학교 날씨 지금 어떤지 알아요?,6
823,오늘 홍대 날씨 좋아?,6
824,홍대 오늘 날씨 괜찮은지 궁금해요.,6
825,홍익대학교 오늘 날씨 괜찮니?,6
826,홍대 오늘 날씨 어때?,6
827,홍대 오늘 날씨가 어떤가요?,6
828,홍익대학교 지금 날씨 어떤가요?,6
829,홍대 날씨가 오늘 좋은지 알려줄래?,6
830,홍대 날씨 지금 어떤가요?,6
831,홍익대학교 오늘 날씨가 어때?,6
832,오늘 홍대 날씨가 어떤가요?,6
833,홍대 오늘 날씨 좋니?,6
834,홍대 오늘 날씨가 어떤지 알려줘.,6
835,홍익대학교 날씨 지금 어떤가요?,6
836,홍대 오늘 날씨 어떤지 알아?,6
837,홍대 날씨가 오늘 어떤지 아세요?,6
838,홍익대학교 지금 날씨 좋아?,6
839,홍대 날씨가 오늘 좋은지 궁금해.,6
840,오늘 홍대 날씨 어때?,6
841,홍익대학교 오늘 날씨가 좋은가요?,6
842,홍대 날씨가 오늘 좋은가요?,6
843,홍대 오늘 날씨가 좋나요?,6
844,홍대 날씨 지금 어떤지 알아?,6
845,홍익대학교 오늘 날씨 좋은가요?,6
846,홍대 오늘 날씨 좋은지 아세요?,6
847,오늘 홍익대학교 날씨가 어떤가요?,6
848,홍대 날씨가 오늘 좋은가요?,6
849,홍대 날씨가 오늘 어떤가요?,6
850,홍익대학교 오늘 날씨 좋은지 알려줄래요?,6
851,오늘 홍대 날씨가 어떤가요?,6
852,홍대 지금 날씨가 어떤지 궁금해요.,6
853,홍대 오늘 날씨 어떤지 궁금해요.,6
854,홍익대학교 날씨가 오늘 어떤가요?,6
855,홍대 오늘 날씨 어때?,6
856,홍대 지금 날씨 어떤지 알려줄래?,6
857,홍익대학교 오늘 날씨가 어떤지 아세요?,6
858,오늘 홍대 날씨 좋나요?,6
859,홍대 지금 날씨가 어떤지 알려줄래요?,6
860,홍대 오늘 날씨 좋은지 아세요?,6
861,홍익대학교 오늘 날씨가 어떤지 궁금해요.,6
862,홍대 날씨가 오늘 좋은지 알고 싶어요?,6
863,홍익대학교 날씨가 오늘 어떤지 아세요?,6
864,오늘 홍대 날씨 좋지?,6
865,홍대 오늘 날씨가 어떤지 알아?,6
866,홍대 지금 날씨가 어때?,6
867,홍익대학교 날씨가 지금 어떤지 궁금해요?,6
868,오늘 홍대 날씨가 좋은지 아세요?,6
869,홍대 오늘 날씨 좋은지 알려줘요?,6
870,홍대 지금 날씨가 어떤지 아세요?,6
871,홍익대학교 오늘 날씨가 어떤지 알아?,6
872,홍대 날씨가 오늘 좋은지 궁금해.,6
873,홍대 오늘 날씨 어때요?,6
874,홍대 오늘 날씨가 어떤지 알아?,6
875,홍익대학교 날씨가 오늘 어떤지 아세요?,6
876,홍대 지금 날씨가 어떤지 알려줄래요?,6
877,홍대 오늘 날씨가 어떤지 알 수 있나요?,6
878,홍대 오늘 날씨 좋은지 알아?,6
879,홍익대학교 날씨가 지금 어떤지 알아요?,6
880,홍대 오늘 날씨가 어떤지 알려줄래요?,6
881,오늘 홍대 날씨가 어떤가요?,6
882,홍대 지금 날씨가 어떤지 궁금해요.,6
883,홍익대학교 오늘 날씨 어때요?,6
884,홍대 오늘 날씨가 어떤가요?,6
885,홍대 지금 날씨가 어떤지 알아봐줄래요?,6
886,홍익대학교 오늘 날씨가 어떤지 알아요?,6
887,홍대 날씨가 지금 어떤가요?,6
888,홍대 오늘 날씨 좋은지 궁금해.,6
889,홍대 오늘 날씨가 어떤지 알아볼 수 있나요?,6
890,홍익대학교 날씨가 오늘 어떤지 궁금해요.,6
891,홍대 오늘 날씨 좋은지 알아요?,6
892,오늘 홍대 날씨 어떤가요?,6
893,홍대 오늘 날씨가 좋은지 알려줄래?,6
894,홍대 지금 날씨가 어떤지 아세요?,6
895,홍익대학교 오늘 날씨 좋은지 아세요?,6
896,홍대 날씨가 지금 어떤지 알아요?,6
897,홍대 오늘 날씨가 좋은지 궁금해요.,6
898,홍익대학교 오늘 날씨가 어떤지 아세요?,6
899,오늘 홍대 날씨가 어떤가요?,6
900,홍대 지금 날씨가 어때요?,6
901,홍대 오늘 날씨가 어떤지 알려줄래요?,6
902,홍익대학교 날씨가 오늘 어떤가요?,6
903,홍대 오늘 날씨가 궁금해요.,6
904,홍대 오늘 날씨 어때요?,6
905,중앙 도서관 열람실 좌석이 지금 얼마나 남았나요?,10
906,열람실 좌석 현황을 알려주세요.,10
907,도서관 열람실 자리가 꽉 찼나요?,10
908,열람실에 빈 좌석이 있나요?,10
909,중앙도서관 열람실에 자리 남았어?,10
910,T동 열람실 좌석 현황을 알고 싶어요.,10
911,R동 열람실 자리가 얼마나 남았나요?,10
912,열람실 좌석 현황 좀 알려줄래?,10
913,중앙 도서관 열람실 자리가 있는지 확인해 줄래?,10
914,T동 열람실 좌석이 얼마나 남았는지 궁금해요.,10
915,R동 열람실 현황을 알려주세요.,10
916,중앙도서관 열람실 좌석 남아있어?,10
917,열람실에 자리 남았는지 확인해 줄래?,10
918,T동 열람실 자리가 꽉 찼나요?,10
